soldierId,bestSoldierPerc
115930.0,0.21055283
115931.0,0.35763824
115932.0,0.2038106
115933.0,0.5319595
115934.0,0.012163036
115935.0,0.3525338
115936.0,0.27687004
115937.0,0.38561937
115938.0,0.385744
115939.0,0.33004826
115940.0,0.6264236
115941.0,0.7847243
115942.0,0.34932882
115943.0,0.26828706
115944.0,0.9516232
115945.0,0.30450952
115946.0,0.28467742
115947.0,0.3786185
115948.0,0.9767992
115949.0,0.35285804
115950.0,0.25599757
115951.0,0.61158085
115952.0,0.6208939
115953.0,0.89124423
115954.0,0.8074602
115955.0,0.85405236
115956.0,0.7829653
115957.0,0.72788084
115958.0,0.2709455
115959.0,0.7576553
115960.0,0.9964599
115961.0,0.7894335
115962.0,0.26089084
115963.0,0.6932958
115964.0,0.6836284
115965.0,0.46894804
115966.0,0.43298045
115967.0,0.9536032
115968.0,0.5319595
115969.0,0.45165172
115970.0,0.9211974
115971.0,0.58140296
115972.0,0.84756875
115973.0,0.34843898
115974.0,0.7308526
115975.0,0.8007271
115976.0,0.35641813
115977.0,0.2728714
115978.0,0.6755069
115979.0,0.3562474
115980.0,0.15897207
115981.0,0.87055963
115982.0,0.037796352
115983.0,0.39349502
115984.0,0.05417472
115985.0,0.68738043
115986.0,0.95138973
115987.0,0.78425854
115988.0,0.8172069
115989.0,0.3057679
115990.0,0.31029388
115991.0,0.783471
115992.0,0.71877426
115993.0,0.62717104
115994.0,0.4810732
115995.0,0.5319595
115996.0,0.06764961
115997.0,0.62196964
115998.0,0.16325745
115999.0,0.9464659
116000.0,0.7678357
116001.0,0.29153344
116002.0,0.80688655
116003.0,0.6872603
116004.0,0.29392081
116005.0,0.035777077
116006.0,0.8112286
116007.0,0.006023905
116008.0,0.94894874
116009.0,0.8640679
116010.0,0.22776498
116011.0,0.7956032
116012.0,0.83286387
116013.0,0.17284422
116014.0,0.065631166
116015.0,0.05299181
116016.0,0.8012547
116017.0,0.44169632
116018.0,0.37532762
116019.0,0.78802884
116020.0,0.63356394
116021.0,0.27421802
116022.0,0.7908441
116023.0,0.7931159
116024.0,0.87747765
116025.0,0.60618484
116026.0,0.656304
116027.0,0.9409038
116028.0,0.88454324
116029.0,0.72709125
116030.0,0.108990975
116031.0,0.23987041
116032.0,0.3267337
116033.0,0.37164918
116034.0,0.70321524
116035.0,0.00532275
116036.0,0.4965946
116037.0,0.027973661
116038.0,0.09006874
116039.0,0.1259888
116040.0,0.788541
116041.0,0.76671195
116042.0,0.7716446
116043.0,0.70614743
116044.0,0.21117736
116045.0,0.31959614
116046.0,0.5319595
116047.0,0.056480948
116048.0,0.7963109
116049.0,0.3019794
116050.0,0.7461551
116051.0,0.21635652
116052.0,0.7395696
116053.0,0.9175511
116054.0,0.20940137
116055.0,0.005944103
116056.0,0.81675744
116057.0,0.73237634
116058.0,0.5319595
116059.0,0.7588302
116060.0,0.86223626
116061.0,0.4024408
116062.0,0.35115376
116063.0,0.38854763
116064.0,0.40159854
116065.0,0.9395937
116066.0,0.6841445
116067.0,0.4619358
116068.0,0.31005332
116069.0,0.032727484
116070.0,0.9523837
116071.0,0.5319595
116072.0,0.38164383
116073.0,0.42327976
116074.0,0.5319595
184115.0,0.2910916
184116.0,0.5854829
184117.0,0.32620135
184118.0,0.8720606
184119.0,0.33935782
184120.0,0.012893318
184121.0,0.23786576
184122.0,0.8638908
184123.0,0.60938776
184124.0,0.68529963
184125.0,0.38026232
184126.0,0.11214186
184127.0,0.18524738
184128.0,0.22234012
184129.0,0.3079747
184130.0,0.06128425
184131.0,0.24057014
184132.0,0.66683394
184133.0,0.6097941
184134.0,0.9794444
184135.0,0.3532953
184136.0,0.086491905
184137.0,0.48844248
184138.0,0.99840647
184139.0,0.36519665
184140.0,0.3186542
184141.0,0.28488466
184142.0,0.9605733
184143.0,0.78078544
184144.0,0.8190418
184145.0,0.9237014
184146.0,0.7528179
184147.0,0.7291583
184148.0,0.48199156
184149.0,0.72599167
184150.0,0.86292136
184151.0,0.75592077
184152.0,0.28951544
184153.0,0.64345515
184154.0,0.6086952
184155.0,0.97751516
184156.0,0.03277865
184157.0,0.76496655
184158.0,0.5319595
184159.0,0.376781
184160.0,0.98293865
184161.0,0.39866376
184162.0,0.77997315
184163.0,0.8566668
184164.0,0.81954986
184165.0,0.8967878
184166.0,0.77529085
184167.0,0.6207425
184168.0,0.36073804
184169.0,0.6367192
184170.0,0.5319595
184171.0,0.74242526
184172.0,0.03602959
184173.0,0.354599
184174.0,0.23884611
184175.0,0.36446974
184176.0,0.0043612514
184177.0,0.7507673
184178.0,0.96657914
184179.0,0.3321559
184180.0,0.28180566
184181.0,0.8931139
184182.0,0.6267062
184183.0,0.7329251
184184.0,0.002662818
184185.0,0.72822165
184186.0,0.0609971
184187.0,0.71412766
184188.0,0.030130649
184189.0,0.878884
184190.0,0.7929325
184191.0,0.08721881
184192.0,0.07889561
184193.0,0.3538072
184194.0,0.31074095
184195.0,0.28336444
184196.0,0.807984
184197.0,0.44620776
184198.0,0.5319595
184199.0,0.8596535
184200.0,0.3212023
184201.0,0.7689495
184202.0,0.017481254
184203.0,0.049977932
184204.0,0.009116152
184205.0,0.18606807
184206.0,0.7814014
184207.0,0.49725357
184208.0,0.33360547
184209.0,0.5319595
184210.0,0.5319595
184211.0,0.93908596
184212.0,0.85276043
184213.0,0.74778265
184214.0,0.304559
184215.0,0.7437573
184216.0,0.059011843
184217.0,0.40581977
184218.0,0.79143316
184219.0,0.011448823
184220.0,0.7631808
184221.0,0.18345481
184222.0,0.31438962
184223.0,0.36792096
184224.0,0.29175696
184225.0,0.9811081
184226.0,0.6145035
184227.0,0.3748049
184228.0,0.046407837
184229.0,0.9380433
184230.0,0.8509645
184231.0,0.046009127
184232.0,0.73915166
184233.0,0.49856076
184234.0,0.2936305
184235.0,0.14190763
184236.0,0.7411712
184237.0,0.66174585
184238.0,0.75028193
184239.0,0.3316972
184240.0,0.49222243
184241.0,0.87233466
184242.0,0.8713134
184243.0,0.7468852
184244.0,0.032623384
184245.0,0.8164966
184246.0,0.3320769
184247.0,0.7445669
184248.0,0.44895607
184249.0,0.47922903
184250.0,0.08944559
184251.0,0.37149203
184252.0,0.5319595
184253.0,0.67545545
184254.0,0.121612914
184255.0,0.49101678
184256.0,0.8779827
184257.0,0.67430294
184258.0,0.28293625
184259.0,0.723844
184260.0,0.5319595
184261.0,0.23424143
184262.0,0.04353643
184263.0,0.44084725
184264.0,0.5319595
252305.0,0.38188073
252306.0,0.5319595
252307.0,0.9232976
252308.0,0.7364657
252309.0,0.33995178
252310.0,0.37779626
252311.0,0.29156655
252312.0,0.8778524
252313.0,0.5319595
252314.0,0.63780993
252315.0,0.64836454
252316.0,0.14991577
252317.0,0.4962048
252318.0,0.37382275
252319.0,0.37440777
252320.0,0.25687724
252321.0,0.19082505
252322.0,0.6717278
252323.0,0.638629
252324.0,0.26259416
252325.0,0.22855484
252326.0,0.0900485
252327.0,0.32657942
252328.0,0.97081155
252329.0,0.5319595
252330.0,0.48917913
252331.0,0.055512402
252332.0,0.8490465
252333.0,0.4829012
252334.0,0.74808705
252335.0,0.90725535
252336.0,0.8028061
252337.0,0.70001227
252338.0,0.3124085
252339.0,0.75177926
252340.0,0.9826801
252341.0,0.76799875
252342.0,0.3925732
252343.0,0.6924532
252344.0,0.6125356
252345.0,0.9094445
252346.0,0.41065186
252347.0,0.77910966
252348.0,0.34714025
252349.0,0.5319595
252350.0,0.97730917
252351.0,0.37545136
252352.0,0.5557865
252353.0,0.88726795
252354.0,0.6099364
252355.0,0.33027267
252356.0,0.80010515
252357.0,0.55509025
252358.0,0.36411083
252359.0,0.6596253
252360.0,0.48269847
252361.0,0.9531803
252362.0,0.017467747
252363.0,0.79085404
252364.0,0.28860188
252365.0,0.39125723
252366.0,0.9703227
252367.0,0.72202474
252368.0,0.946886
252369.0,0.35250694
252370.0,0.5319595
252371.0,0.71737444
252372.0,0.76907986
252373.0,0.031433616
252374.0,0.7527286
252375.0,0.7644279
252376.0,0.5319595
252377.0,0.4202948
252378.0,0.25414345
252379.0,0.935808
252380.0,0.93092644
252381.0,0.34386396
252382.0,0.0026379605
252383.0,0.34192702
252384.0,0.666974
252385.0,0.012060414
252386.0,0.7066176
252387.0,0.3732463
252388.0,0.12273097
252389.0,0.49062154
252390.0,0.7011178
252391.0,0.5319595
252392.0,0.1978104
252393.0,0.3221191
252394.0,0.07241773
252395.0,0.15026696
252396.0,0.00573831
252397.0,0.5319595
252398.0,0.7318219
252399.0,0.5643863
252400.0,0.5319595
252401.0,0.9374092
252402.0,0.7574145
252403.0,0.7811017
252404.0,0.30796227
252405.0,0.6832779
252406.0,0.78806204
252407.0,0.78208107
252408.0,0.7157586
252409.0,0.34282234
252410.0,0.6469329
252411.0,0.22327714
252412.0,0.29497337
252413.0,0.28499702
252414.0,0.2719514
252415.0,0.77295256
252416.0,0.72287697
252417.0,0.3543475
252418.0,0.0869145
252419.0,0.27264383
252420.0,0.9049053
252421.0,0.76898104
252422.0,0.7205579
252423.0,0.5319595
252424.0,0.38211635
252425.0,0.1941236
252426.0,0.47882652
252427.0,0.39527172
252428.0,0.557762
252429.0,0.34194276
252430.0,0.48594275
252431.0,0.8161925
252432.0,0.76023173
252433.0,0.9356806
252434.0,0.05752451
252435.0,0.90489626
252436.0,0.35040095
252437.0,0.8183201
252438.0,0.39508608
252439.0,0.770339
252440.0,0.88521826
252441.0,0.8762137
252442.0,0.5319595
252443.0,0.47695324
252444.0,0.8530976
252445.0,0.060235627
252446.0,0.8586139
252447.0,0.723993
252448.0,0.35615903
252449.0,0.7399521
252450.0,0.06476605
252451.0,0.2515779
252452.0,0.04015842
252453.0,0.67663795
252454.0,0.5319595
320494.0,0.3045903
320495.0,0.008458883
320496.0,0.9026733
320497.0,0.26923025
320498.0,0.8068658
320499.0,0.92962974
320500.0,0.9156058
320501.0,0.009159339
320502.0,0.9217964
320503.0,0.22129352
320504.0,0.7599968
320505.0,0.71928585
320506.0,0.27467164
320507.0,0.7159542
320508.0,0.75074404
320509.0,0.707579
320510.0,0.059828524
320511.0,0.32276237
320512.0,0.30373487
320513.0,0.36466077
320514.0,0.2082911
320515.0,0.13233614
320516.0,0.5319595
320517.0,0.41177094
320518.0,0.43267444
320519.0,0.5319595
320520.0,0.3154641
320521.0,0.35109663
320522.0,0.7530525
320523.0,0.6852236
320524.0,0.38979536
320525.0,0.022530466
320526.0,0.296451
320527.0,0.8050751
320528.0,0.34957737
320529.0,0.05526505
320530.0,0.7283963
320531.0,0.00800683
320532.0,0.38399455
320533.0,0.5319595
320534.0,0.7920287
320535.0,0.2873802
320536.0,0.74530584
320537.0,0.5319595
320538.0,0.62924224
320539.0,0.011395105
320540.0,0.9403291
320541.0,0.3123235
320542.0,0.04365204
320543.0,0.5319595
320544.0,0.55104095
320545.0,0.032290038
320546.0,0.76687485
320547.0,0.8914104
320548.0,0.27833277
320549.0,0.05465125
320550.0,0.6452762
320551.0,0.48699388
320552.0,0.20781787
320553.0,0.6982268
320554.0,0.9623839
320555.0,0.5319595
320556.0,0.217066
320557.0,0.39500073
320558.0,0.6465094
320559.0,0.053290356
320560.0,0.60568523
320561.0,0.7167872
320562.0,0.37736443
320563.0,0.7875353
320564.0,0.9898837
320565.0,0.2849143
320566.0,0.25396815
320567.0,0.7100585
320568.0,0.72868586
320569.0,0.077034496
320570.0,0.7004083
320571.0,0.9789104
320572.0,0.7292633
320573.0,0.7069658
320574.0,0.7230401
320575.0,0.77393615
320576.0,0.80126935
320577.0,0.96826655
320578.0,0.68660814
320579.0,0.5319595
320580.0,0.73561674
320581.0,0.8922446
320582.0,0.01033216
320583.0,0.8315691
320584.0,0.079732426
320585.0,0.612458
320586.0,0.7111413
320587.0,0.48298827
320588.0,0.93904024
320589.0,0.5319595
320590.0,0.39562082
320591.0,0.5319595
320592.0,0.7472349
320593.0,0.9655858
320594.0,0.25626615
320595.0,0.884706
320596.0,0.5319595
320597.0,0.65978956
320598.0,0.8824233
320599.0,0.00469342
320600.0,0.70129716
320601.0,0.5319595
320602.0,0.33955908
320603.0,0.721699
320604.0,0.56269765
320605.0,0.3100635
320606.0,0.35019594
320607.0,0.23908952
320608.0,0.3876437
320609.0,0.5319595
320610.0,0.88833624
320611.0,0.5319595
320612.0,0.9957113
320613.0,0.37206262
320614.0,0.7918862
320615.0,0.6629972
320616.0,0.30135095
320617.0,0.8518394
320618.0,0.8145681
320619.0,0.4586453
320620.0,0.7910635
320621.0,0.5319595
320622.0,0.7416439
320623.0,0.67888355
320624.0,0.37327102
320625.0,0.75232077
320626.0,0.33731854
320627.0,0.7182955
320628.0,0.39792088
320629.0,0.97079664
320630.0,0.61812
320631.0,0.6433615
320632.0,0.26976523
320633.0,0.49336338
320634.0,0.6398229
320635.0,0.3557333
320636.0,0.8603696
320637.0,0.8936588
320638.0,0.37170997
320639.0,0.5319595
320640.0,0.14023626
320641.0,0.37005845
320642.0,0.7298609
320643.0,0.66177076
388682.0,0.17699564
388683.0,0.058854062
388684.0,0.86459976
388685.0,0.013289404
388686.0,0.5319595
388687.0,0.5554796
388688.0,0.9215836
388689.0,0.92564553
388690.0,0.8374515
388691.0,0.6978468
388692.0,0.7156132
388693.0,0.03230851
388694.0,0.5319595
388695.0,0.6974023
388696.0,0.77417576
388697.0,0.7837456
388698.0,0.012069059
388699.0,0.77675766
388700.0,0.35243726
388701.0,0.22309254
388702.0,0.25199112
388703.0,0.38959903
388704.0,0.5319595
388705.0,0.35686374
388706.0,0.6227988
388707.0,0.516285
388708.0,0.11651245
388709.0,0.28142908
388710.0,0.48512557
388711.0,0.76495445
388712.0,0.47551912
388713.0,0.07034271
388714.0,0.17259748
388715.0,0.4368195
388716.0,0.24416444
388717.0,0.30672848
388718.0,0.75768954
388719.0,0.43694216
388720.0,0.29436532
388721.0,0.5319595
388722.0,0.70942074
388723.0,0.3072539
388724.0,0.7737529
388725.0,0.5319595
388726.0,0.47195992
388727.0,0.21403019
388728.0,0.9403819
388729.0,0.27403873
388730.0,0.12096353
388731.0,0.5319595
388732.0,0.5319595
388733.0,0.9167455
388734.0,0.79353505
388735.0,0.8324182
388736.0,0.030269904
388737.0,0.2608039
388738.0,0.55972743
388739.0,0.5319595
388740.0,1.45373915e-05
388741.0,0.7568966
388742.0,0.9494862
388743.0,0.5319595
388744.0,0.7525779
388745.0,0.00800683
388746.0,0.5319595
388747.0,0.19054416
388748.0,0.5319595
388749.0,0.8815675
388750.0,0.014109527
388751.0,0.3357698
388752.0,0.98958
388753.0,0.9032702
388754.0,0.059433233
388755.0,0.6600979
388756.0,0.8899781
388757.0,0.039206244
388758.0,0.19857273
388759.0,0.9912709
388760.0,0.7396897
388761.0,0.70834404
388762.0,0.7299287
388763.0,0.7799367
388764.0,0.8611043
388765.0,0.5319595
388766.0,0.75032616
388767.0,0.71800554
388768.0,0.7369805
388769.0,0.8427128
388770.0,0.088934064
388771.0,0.7652932
388772.0,0.34940556
388773.0,0.37902957
388774.0,0.4813415
388775.0,0.2558118
388776.0,0.5319595
388777.0,0.49949333
388778.0,0.5319595
388779.0,0.5319595
388780.0,0.70942396
388781.0,0.9780727
388782.0,0.18770738
388783.0,0.67485607
388784.0,0.5319595
388785.0,0.8972771
388786.0,0.9355216
388787.0,0.018812422
388788.0,0.65488297
388789.0,0.5319595
388790.0,0.0027764167
388791.0,0.74819964
388792.0,0.33068502
388793.0,0.95833695
388794.0,0.34918302
388795.0,0.24762589
388796.0,0.3948644
388797.0,0.49915224
388798.0,0.26138043
388799.0,0.5319595
388800.0,0.8645511
388801.0,0.34167853
388802.0,0.91248155
388803.0,0.6161192
388804.0,0.29913315
388805.0,0.9318015
388806.0,0.7480051
388807.0,0.4608827
388808.0,0.7546044
388809.0,0.5319595
388810.0,0.5319595
388811.0,0.67396307
388812.0,0.3449001
388813.0,0.93660486
388814.0,0.013795618
388815.0,0.8014824
388816.0,0.6268632
388817.0,0.3781529
388818.0,0.3473794
388819.0,0.6492109
388820.0,0.32043028
388821.0,0.5319595
388822.0,0.6955899
388823.0,0.16977744
388824.0,0.7969769
388825.0,0.9456202
388826.0,0.2944907
388827.0,0.15237531
388828.0,0.06783959
388829.0,0.0062717567
388830.0,0.32992837
388831.0,0.7098562
456869.0,0.31060144
456870.0,0.38280842
456871.0,0.7855694
456872.0,0.06706484
456873.0,0.5319595
456874.0,0.49941513
456875.0,0.9024835
456876.0,0.082364514
456877.0,0.820652
456878.0,0.08686419
456879.0,0.7787029
456880.0,0.023688583
456881.0,0.35726786
456882.0,0.68487036
456883.0,0.6792988
456884.0,0.17186442
456885.0,0.33806396
456886.0,0.6969261
456887.0,0.9090048
456888.0,0.28283024
456889.0,0.2785207
456890.0,0.4984035
456891.0,0.5319595
456892.0,0.37293795
456893.0,0.49495873
456894.0,0.037201777
456895.0,0.060303885
456896.0,0.62276185
456897.0,0.4213389
456898.0,0.28845638
456899.0,0.49219364
456900.0,0.038067985
456901.0,0.102334075
456902.0,0.23758934
456903.0,0.36416495
456904.0,0.3962592
456905.0,0.74394304
456906.0,0.74175406
456907.0,0.3129341
456908.0,0.5319595
456909.0,0.056161698
456910.0,0.24578603
456911.0,0.7723563
456912.0,0.5495943
456913.0,0.29584092
456914.0,0.029523198
456915.0,0.4606958
456916.0,0.72348285
456917.0,0.35591322
456918.0,0.81790614
456919.0,0.5319595
456920.0,0.38984793
456921.0,0.63794774
456922.0,0.018774813
456923.0,0.72130066
456924.0,0.68820083
456925.0,0.6420231
456926.0,0.39297637
456927.0,0.18341936
456928.0,0.74548614
456929.0,0.9263194
456930.0,0.5319595
456931.0,0.7904433
456932.0,0.38261306
456933.0,0.13213451
456934.0,0.005996137
456935.0,0.5319595
456936.0,0.5319595
456937.0,0.80551356
456938.0,0.5319595
456939.0,0.76088804
456940.0,0.28821343
456941.0,0.17329156
456942.0,0.0151601955
456943.0,0.9659593
456944.0,0.34628862
456945.0,0.6811705
456946.0,0.21080858
456947.0,0.6085088
456948.0,0.73992866
456949.0,0.1528884
456950.0,0.82909226
456951.0,0.77036154
456952.0,0.43723622
456953.0,0.38916418
456954.0,0.7500096
456955.0,0.6763618
456956.0,0.97943085
456957.0,0.678716
456958.0,0.695077
456959.0,0.043254595
456960.0,0.07302767
456961.0,0.20709753
456962.0,0.5655854
456963.0,0.1569742
456964.0,0.15117857
456965.0,0.45410553
456966.0,0.5319595
456967.0,0.8390222
456968.0,0.8976568
456969.0,0.25101689
456970.0,0.6724506
456971.0,0.635036
456972.0,0.6951556
456973.0,0.34252387
456974.0,0.15599325
456975.0,0.7457198
456976.0,0.18666394
456977.0,0.717031
456978.0,0.2685834
456979.0,0.2787381
456980.0,0.62934184
456981.0,0.28809404
456982.0,0.3293008
456983.0,0.8984803
456984.0,0.8170941
456985.0,0.8697882
456986.0,0.97287905
456987.0,0.0047926647
456988.0,0.7485077
456989.0,0.9501419
456990.0,0.68024087
456991.0,0.7801925
456992.0,0.17235415
456993.0,0.87336165
456994.0,0.38918757
456995.0,0.3272244
456996.0,0.7698393
456997.0,0.61775714
456998.0,0.40219614
456999.0,0.36362597
457000.0,0.60718906
457001.0,0.47565112
457002.0,0.23282447
457003.0,0.4974254
457004.0,0.7317075
457005.0,0.9155328
457006.0,0.22101015
457007.0,0.4963302
457008.0,0.6838729
457009.0,0.5112467
457010.0,0.3889999
457011.0,0.48842537
457012.0,0.89217
457013.0,0.24699196
457014.0,0.30390278
457015.0,0.20447288
457016.0,0.14931552
457017.0,0.7279954
457018.0,0.5319595
525053.0,0.29277027
525054.0,0.23429005
525055.0,0.0048313905
525056.0,0.9131
525057.0,0.8672072
525058.0,0.5319595
525059.0,0.6123157
525060.0,0.05981482
525061.0,0.78945005
525062.0,0.39797634
525063.0,0.79615915
525064.0,0.008595935
525065.0,0.38087398
525066.0,0.69769496
525067.0,0.6347121
525068.0,0.21280673
525069.0,0.18831375
525070.0,0.7236519
525071.0,0.62339634
525072.0,0.3546022
525073.0,0.2152677
525074.0,0.04988996
525075.0,0.6916899
525076.0,0.39452395
525077.0,0.7681784
525078.0,0.8447606
525079.0,0.2210656
525080.0,0.7082642
525081.0,0.090126224
525082.0,0.81463456
525083.0,0.39901003
525084.0,0.05542968
525085.0,0.06891478
525086.0,0.72705764
525087.0,0.32961074
525088.0,0.5319595
525089.0,0.65349853
525090.0,0.8092731
525091.0,0.10644296
525092.0,0.77412814
525093.0,0.12130619
525094.0,0.35929155
525095.0,0.75507075
525096.0,0.16194357
525097.0,0.45416135
525098.0,0.7605238
525099.0,0.3415343
525100.0,0.7276639
525101.0,0.2596857
525102.0,0.7229681
525103.0,0.5319595
525104.0,0.4511616
525105.0,0.7331264
525106.0,0.32125917
525107.0,0.72089773
525108.0,0.92416674
525109.0,0.2770258
525110.0,0.09698452
525111.0,0.004387645
525112.0,0.007925736
525113.0,0.008658463
525114.0,0.60912085
525115.0,0.036813527
525116.0,0.34722382
525117.0,0.44140533
525118.0,0.2675026
525119.0,0.87022096
525120.0,0.36226663
525121.0,0.3547418
525122.0,0.4303069
525123.0,0.810552
525124.0,0.45223424
525125.0,0.3527818
525126.0,0.11089111
525127.0,0.84159136
525128.0,0.5319595
525129.0,0.21358685
525130.0,0.22198516
525131.0,0.7500064
525132.0,0.5319595
525133.0,0.700671
525134.0,0.8647004
525135.0,0.78143764
525136.0,0.23808001
525137.0,0.731249
525138.0,0.96755177
525139.0,0.681698
525140.0,0.98050815
525141.0,0.01918172
525142.0,0.87352437
525143.0,0.09569114
525144.0,0.5319595
525145.0,0.37183776
525146.0,0.5319595
525147.0,0.2155066
525148.0,0.3154577
525149.0,0.45231476
525150.0,0.3740662
525151.0,0.24732718
525152.0,0.92691964
525153.0,0.20844474
525154.0,0.4498525
525155.0,0.5319595
525156.0,0.29171246
525157.0,0.4355455
525158.0,0.035150878
525159.0,0.36445612
525160.0,0.42129436
525161.0,0.6273084
525162.0,0.16285847
525163.0,0.19457375
525164.0,0.2779333
525165.0,0.48567626
525166.0,0.3246411
525167.0,0.8848835
525168.0,0.8888678
525169.0,0.7660718
525170.0,0.9569602
525171.0,0.01816654
525172.0,0.009258718
525173.0,0.6203353
525174.0,0.6967775
525175.0,0.9627946
525176.0,0.29064876
525177.0,0.9097342
525178.0,0.9116995
525179.0,0.37833256
525180.0,0.048229415
525181.0,0.66755503
525182.0,0.26928574
525183.0,0.32369727
525184.0,0.5319595
525185.0,0.49239507
525186.0,0.34474197
525187.0,0.2508871
525188.0,0.3073741
525189.0,0.88862807
525190.0,0.04662802
525191.0,0.4836355
525192.0,0.44680956
525193.0,0.9706597
525194.0,0.3649485
525195.0,0.454858
525196.0,0.17990804
525197.0,0.014451819
525198.0,0.39518118
525199.0,0.10101015
525200.0,0.05728423
525201.0,0.3731914
525202.0,0.5319595
593230.0,0.038338996
593231.0,0.7042583
593232.0,0.7173698
593233.0,0.75133204
593234.0,0.5319595
593235.0,0.5319595
593236.0,0.3773736
593237.0,0.7502725
593238.0,0.70775896
593239.0,0.9215073
593240.0,0.68459195
593241.0,0.69055426
593242.0,0.37401587
593243.0,0.33082837
593244.0,0.58566946
593245.0,0.27311203
593246.0,0.7806249
593247.0,0.7784103
593248.0,0.31660858
593249.0,0.6822552
593250.0,0.17090794
593251.0,0.1948626
593252.0,0.15206653
593253.0,0.5319595
593254.0,0.9126349
593255.0,0.12143619
593256.0,0.71910787
593257.0,0.7247274
593258.0,0.195727
593259.0,0.89547545
593260.0,0.35410595
593261.0,0.5319595
593262.0,0.3689443
593263.0,0.3820614
593264.0,0.3929288
593265.0,0.83717173
593266.0,0.28370425
593267.0,0.89812523
593268.0,0.1956661
593269.0,0.76693267
593270.0,0.4189661
593271.0,0.49511987
593272.0,0.6271791
593273.0,0.49535722
593274.0,0.08164257
593275.0,0.66875136
593276.0,0.71013665
593277.0,0.026044428
593278.0,0.7384862
593279.0,0.75889426
593280.0,0.2706424
593281.0,0.6957964
593282.0,0.643279
593283.0,0.7184704
593284.0,0.2319351
593285.0,0.18308195
593286.0,0.40612292
593287.0,0.86249083
593288.0,0.6764875
593289.0,0.9848836
593290.0,0.5618482
593291.0,0.60550386
593292.0,0.17753148
593293.0,0.311958
593294.0,0.691191
593295.0,0.7441327
593296.0,0.5319595
593297.0,0.36329493
593298.0,0.5319595
593299.0,0.3898121
593300.0,0.76131123
593301.0,0.111671075
593302.0,0.38370445
